18231,8185999,Bellandossos,576,485,7,1535
12898,713270,Hordan,524,534,3,5155
2833,991998,44%2A007-Green+Arrow,485,502,10,3643
3377,9204895,55+Rodt+05,541,539,9,1463
6575,,Krucio22s+Stadt,460,559,0,488
8740,8212834,45-03+Lupus+II,443,540,7,5803
17787,9221952,Sofia,460,612,3,1723
11372,9220210,Carphi,601,536,0,221
9300,1365148,Palme2012+006,570,442,13,9298
16109,9222110,Sweet+Home+4,544,396,18,2410
15441,9222198,Mochlos,429,400,17,223
5931,9218191,6+LogueTown,545,443,4,6710
11170,9186174,5FingerJoes+Stadt,552,414,7,208
16341,8912005,Nokusunas+Stadt,379,472,15,557
4986,355569,Napoli,535,502,3,12068
14615,1057525,Eltora,619,502,13,3200
1765,655865,Myndos,512,459,18,14669
17140,1048251,A.N.G.V.A.R.D,470,507,6,2206
12570,9220811,Daruuus+Stadt,605,525,18,223
18068,1021416,City+of+Bones,405,413,16,2101
7787,602825,Santa+Ponsa+1,522,454,1,1680
6203,9004122,Island+1.1,458,428,2,2704
14190,9221568,Thenopolis,563,416,12,228
435,8134904,002+Varlande,477,500,4,13947
9195,9218903,Amphipolis,492,406,15,3353
8962,,Hillikillis+Stadt+2,473,565,1,1041
11044,9220062,Chalcedon,592,549,17,223
17678,9221894,0815Xerxess+Stadt,428,394,15,1171
10557,9198234,Rheisana+Stadt,418,520,9,7534
5532,9217094,Luthadel,467,445,15,9924
17790,8240651,Almus+pater,473,384,12,1454
15043,9222021,Horst3210s+Stadt,619,502,16,221
5475,8123120,lapisluzis+Stadt,448,523,15,2729
8855,8484672,Killarney,453,568,11,2058
18160,1759367,leon72s+Stadt,418,520,17,1370
2856,9166941,Al+Dente,491,484,6,5656
12362,8734782,Kiri439s+Stadt,457,399,4,591
9474,,Megara,586,489,15,459
18337,9226003,Benny1702s+Stadt,394,562,8,509
15535,9222256,Tomron212s+Stadt,493,612,14,463
5713,9217909,Lampsacus,551,553,16,968
6530,8013567,005+Kensington,437,491,3,3072
16418,399966,rummsmurmels+Stadt,473,463,3,2661
15044,393193,Lord321s+Stadt,604,563,11,605
16033,9222515,Dodona,524,623,9,230
6807,262817,Kobol,438,459,1,7292
17791,393807,3401,390,449,2,1730
17792,443178,Schlumien,455,604,0,1897
6324,434770,02+Yunkai,559,537,3,5649
12267,9220645,Epidamnus,440,578,17,197
7249,8202874,Deep+Purple,487,486,3,3030
10368,9219771,Dodona,589,545,5,226
4627,1170636,Fettercairn,484,536,1,4677
12159,9220587,Thambis+Stadt,598,546,8,576
11575,,%2AAhlhorn%2A,552,414,17,2042
17643,9221797,Cuppi%27s+Empire,428,394,13,1678
7608,9217456,Icemann33+Stadt+1,437,546,4,10310
13006,1428546,GianniBerns+Stadt,525,396,2,221
699,9216347,M%C3%BCnchen+2,528,511,0,8523
15647,9219775,Kornylls+Stadt,410,448,3,1219
11668,9220342,Naxos,479,396,17,221
6223,,gashi,498,572,19,468
15874,9222410,Khrisafa,388,512,0,221
16674,9221041,Wiskol,552,403,4,2676
7613,1380305,P+1,474,572,4,4426
9026,,Notion,587,492,2,228
15824,9222383,Ithaca,455,604,15,223
17978,9158962,S7nus,444,551,2,1305
8993,,Miletus,543,426,0,239
9864,,Ambrosia,456,408,9,219
2507,9198494,C-H%C3%B6rnchen,454,475,5,12585
2183,1010946,Abramals,457,498,5,11220
14589,9221777,jojololo123s+Stadt,600,566,8,509
12638,9220834,Volcos,548,595,19,226
15480,9222223,Kios,420,408,10,221
3803,7972530,Tai+Shalanx,524,495,5,4686
14430,9221692,teifl97s+Stadt,552,403,8,443
12601,1337404,Dos,593,535,6,5235
10132,9219680,Bassae,456,408,17,1063
2055,9216688,Coucounaries,501,555,4,266
10969,9220028,vvbvbnbvcbvcvcs+Stadt,568,430,3,258
15957,9222464,Kinyps,524,623,0,221
10008,1179049,posseydon+3,560,542,7,1031
17760,9220232,Arki.001s+Stadt,428,394,3,2165
3769,9079936,Knaller+City+04,449,452,10,1572
17679,9221392,Sparta,396,424,15,2680
13547,968819,45-02.1+Detroit,459,566,4,2181
13233,9221122,Carphi,495,604,3,221
11447,9220247,Lekago,605,525,3,4881
13455,1794702,14nik141s+Stadt,592,569,1,856
13806,9221385,Dmimitasana,592,569,18,543
1734,9137912,Kristallo62s+Stadt,465,508,12,918
12486,9220770,Piraeus,595,486,17,592
17793,8500888,Blacky,473,384,11,2195
13528,961429,GeisterAchim,546,469,0,2701
17071,72487,Das+Capitol+2,512,389,9,2268
17592,9218513,Strubensee,415,559,4,2038
8286,9091962,Valnduikuhs+Stadt,410,476,15,537
15272,99720,01.+PFORZHEIM,583,422,7,3107
3710,9217246,Spacteria,475,552,19,221
16034,9222516,Theben,513,625,14,506
10558,9219835,Nikfights+Stadt,463,582,18,528
14131,9221537,Marcus+Antonius+IIs+Stadt,505,391,6,5207
13167,1381094,Delfi,513,355,3,4197
4554,,Chorsiae,469,554,19,596
10378,9219773,Coucounaries,495,398,16,223
8135,1615903,XYZ-Outpost,503,515,4,3080
17249,9219278,Der+Trohnsaal,439,420,14,1554
17979,8998890,Belandyre,597,580,4,1341
1712,,C%C3%A4ssandras+Stadt,548,526,16,546
1676,8789579,Antioch,482,537,1,1819
18148,9222317,Calimero110s+Stadt,540,620,6,1130
14537,9221738,yaci27s+Stadt,613,505,19,197
12571,9220812,Delphi,580,577,5,223
10678,9219904,Samothrace,420,541,10,568
15171,7973300,Privatisland,470,540,7,2840
9222,8399037,xD+003,573,488,10,3192
473,9216927,Salzburg,492,524,19,7291
13043,9221060,Abdera,563,416,7,197
7291,8632509,Recklinghausen,449,452,14,3147
17375,443178,Athen,436,599,4,2772
1019,,HierKommtAlexs+Stadt,519,468,17,616
5018,,Anthedon,422,482,3,497
17680,9220077,9.D+Trentino,540,597,1,2425
2961,8817404,Jerolim,448,523,4,1362
16491,9222728,Avalon,577,599,16,925
13766,9221368,Lampsacus,517,392,14,550
12209,9220613,Megara,486,597,11,223
1020,9047391,Soldass+Stadt,504,474,10,976
18247,304290,webis+Stadt,509,585,2,1104
18339,102545,012939,392,434,4,1206
13415,9221206,hausen,599,454,18,3131
16629,9222798,Pithecusae,374,496,10,221
16994,9010548,05+El+Dorado,538,470,5,2080
18338,9074331,Freljord,456,378,15,1268
10040,9198361,good1s+Stadt7,535,595,10,6960
5685,,Megalopolis,508,576,15,1010
14187,9221673,Stuttgart,606,470,16,2417
17201,1122746,Vercingetorix64s+Stadt,748,530,0,2658
9794,,Trapezus,439,420,13,217
17702,9223331,Elijanos+Stadt,609,561,13,631
17226,183564,Lindos+A+1,379,472,18,3901
15379,9222171,Malia,414,572,0,441
10742,9219935,T%C3%9CRKIYE,436,564,18,798
10825,9219955,Arginusae,424,427,7,219
10970,9220029,Cyzicus,568,430,0,221
17260,7947507,-Lizzy-s+Stadt,565,611,14,992
12941,8844800,jesse19s+Stadt,563,416,10,232
4024,831694,CrueL0rs+Stadt,490,503,0,1478
11472,9171742,Vienchen356,575,575,18,2245
16630,9222799,2beers123s+Stadt,405,417,9,197
3395,1652722,Paris+02,462,543,12,1243
12365,9220710,LuckyDefenders+Stadt,424,422,8,521
10379,9219954,Texcoco,442,415,16,2319
17,984147,Hades-+o1,496,517,16,4468
12657,9220849,Apollonia,524,607,10,441
1743,1447587,M55+02+Erebos,551,500,9,9464
5368,8339075,Embry+II,436,516,5,2696
5942,1402112,Aegina,469,560,16,11441
7467,1188722,WOO-001,444,428,11,4371
11532,9220293,Insel+der+Seligen,598,475,15,2255
3600,,Lykosoura,448,523,8,206
17386,8632937,Hauhausen,549,615,17,1621
4804,1792241,44.2.1+Aggressive,430,469,14,12807
7813,1262952,Fail+Town+01,509,585,10,4771
12547,9220804,Phaselis,410,437,9,223
5523,9216871,Areon+v.+Sachsens+Stadt,552,494,1,2448
7107,,airam01s+Stadt,555,445,14,532
3929,,Stadtat,458,443,7,750
9926,,Konstantin+qeress+Stadt,571,570,9,221
4694,7897924,010.+Mir,524,534,1,3806
8893,8661481,Mockba,483,531,5,2656
9686,8201695,Ronny+54.003,510,429,8,9700
16719,9222829,Marshmall0ws+Stadt,379,472,16,223
17703,9222164,-Alexandria-,379,479,3,2280
4754,,Sasu,475,432,3,1204
6360,355569,La+Spezia,534,490,8,5575
1296,9081979,Shanghai+02,469,476,18,6705
7571,1590409,New+York,518,449,6,1344
4305,,1.1,494,469,6,1123
15173,9185396,Flavius+Mercators+Stadt,509,385,5,509
1079,9214712,006+Glurak,536,498,4,14097
4301,8765516,Schimmelpennincks+Stadt+2,496,520,2,2641
4706,9217587,Freychis+Stadt,492,425,10,2059
8741,619476,bj1807s+Stadt,462,531,8,3438
4302,,4real50s+Stadt,531,514,0,971
17644,9201228,nevertrips+Stadt+3,422,482,19,1602
8462,,frankonius12s+Stadt,583,476,15,508
17248,9133495,My+Island+III,556,398,3,3151
2525,1648710,tje+tank,498,445,13,13298
10567,9219843,Nichoria,498,588,4,526
17881,8339075,Embry+V,436,516,8,1275
10632,1520030,54-001,528,425,7,2428
13548,1401972,Schiffsh%C3%A4ndler+3,436,568,11,2832
17761,9224718,cretos1982s+Stadt,396,424,11,595
11470,8001182,06-Abyss,415,438,16,9769
10613,8215122,45-09+Methusalix,463,582,13,3078
4843,,Laos,502,569,1,533
15571,658593,---+01+---,414,572,19,3345
8699,142653,wickals+Stadt,583,476,11,1413
4729,1459713,Beta,484,536,2,8496
18105,9220754,Gl%C3%BCck+1,475,375,10,2064
3496,9102349,M%C3%BCnchen+02,539,460,18,2443
3139,1916881,y55.01PartyqStadt,562,503,15,4427
10920,8536360,%2ABullseye+III%2A,411,462,9,3921
994,9186774,54+Dark+Rise,527,487,7,13480
14493,9221709,Maluja13s+Stadt,395,447,14,234
7952,9203918,Antheia,530,442,16,4796
15174,9222083,Ronhold+der+Gro%C3%9Fes+Stadt,590,428,14,470
9687,9218655,Bistum,492,406,4,3973
5600,1628807,44-004,496,481,6,2645
11877,9220450,Byblos,598,475,0,937
13195,9221097,michael6285s+Stadt,417,563,4,437
3132,9004765,Mephesties+Stadt,443,495,13,197
10101,200756,Andre69s+Stadt,578,451,4,808
5593,7772773,A003,480,483,0,6048
3804,59456,Eine+letzte+Schlacht+2,464,528,7,5330
10489,8620682,Shadowsch%C3%BCtze17s+Stadt,535,595,12,973
18076,1136087,Nr.+2,478,621,4,1883
15287,9222128,Cynosema,587,425,12,749
13736,8106518,%2Acakissian%2As+Stadt,470,540,5,3514
9654,1768838,19leon68s+Stadt,555,445,9,4845
17980,9170261,STAFF+3,396,512,17,1986
13549,9221262,Boomer09s+Stadt,409,552,15,1354
14098,9221520,Donaldiniohs+Stadt,458,443,17,513
4315,1365074,Viking+III,509,470,1,6031
16676,8597367,gabriel+44s+Stadt+3,412,481,15,2040
2019,1164414,Delion,548,526,19,1898
7168,,Klamsts+Stadt,577,492,19,711
12977,9221023,Scione,591,447,0,441
490,9160457,OnKels+Stadt+9,496,517,3,2128
17309,8994019,HB+02,442,415,0,2173
12782,9220925,Eretria,467,394,10,580
2357,9064195,11+Banana+Island,488,456,19,9765
3330,745440,55B01+Tandelei,519,535,8,13497
13420,9221208,g%C3%B6tterharrys+Stadt,610,498,10,978
16998,9220964,Pedipolis,459,596,1,1943
15048,9220421,Methone,414,567,1,566
1703,9073011,M44+004,463,482,11,5430
